size,density,noise,start,end,my_cost,nx_cost,my_path,nx_path
10,0.2,0.0,10,4,646.0,646.0,[0, 4],[0, 4]
10,0.2,0.1,10,8,209.0,209.0,[7, 8],[7, 8]
10,0.2,0.5,10,8,257.0,257.0,[7, 8],[7, 8]
10,0.2,0.8,10,9,3772.0,3772.0,[8, 3, 2, 9],[8, 3, 2, 9]
10,0.5,0.0,10,7,1199.0,1199.0,[2, 6, 7],[2, 6, 7]
10,0.5,0.1,10,3,437.0,437.0,[0, 3],[0, 3]
10,0.5,0.5,10,2,963.0,963.0,[9, 2],[9, 2]
10,0.5,0.8,10,3,428.0,428.0,[1, 3],[1, 3]
10,0.8,0.0,10,1,73.0,73.0,[9, 1],[9, 1]
10,0.8,0.1,10,7,855.0,855.0,[2, 7],[2, 7]
10,0.8,0.5,10,0,644.0,644.0,[1, 0],[1, 0]
10,0.8,0.8,10,3,663.0,663.0,[9, 1, 3],[9, 1, 3]
10,1.0,0.0,10,6,123.0,123.0,[3, 6],[3, 6]
10,1.0,0.1,10,0,910.0,910.0,[2, 0],[2, 0]
10,1.0,0.5,10,2,1087.0,1087.0,[3, 2],[3, 2]
10,1.0,0.8,10,2,1234.0,1234.0,[8, 2],[8, 2]
20,0.2,0.0,20,1,710.0,710.0,[11, 3, 15, 1],[11, 3, 15, 1]
20,0.2,0.1,20,2,919.0,919.0,[17, 14, 2],[17, 14, 2]
20,0.2,0.5,20,3,770.0,770.0,[12, 0, 3],[12, 0, 3]
20,0.2,0.8,20,2,1228.0,1228.0,[12, 2],[12, 2]
20,0.5,0.0,20,14,851.0,851.0,[11, 3, 14],[11, 3, 14]
20,0.5,0.1,20,6,630.0,630.0,[16, 6],[16, 6]
20,0.5,0.5,20,8,223.0,223.0,[13, 8],[13, 8]
20,0.5,0.8,20,18,872.0,872.0,[17, 14, 18],[17, 14, 18]
20,0.8,0.0,20,2,1038.0,1038.0,[12, 2],[12, 2]
20,0.8,0.1,20,9,654.0,654.0,[17, 9],[17, 9]
20,0.8,0.5,20,15,434.0,434.0,[1, 15],[1, 15]
20,0.8,0.8,20,11,1111.0,1111.0,[19, 14, 11],[19, 14, 11]
20,1.0,0.0,20,9,544.0,544.0,[5, 9],[5, 9]
20,1.0,0.1,20,1,636.0,636.0,[19, 1],[19, 1]
20,1.0,0.5,20,7,537.0,537.0,[0, 7],[0, 7]
20,1.0,0.8,20,4,952.0,952.0,[9, 4],[9, 4]
50,0.2,0.0,50,32,660.0,660.0,[13, 10, 32],[13, 10, 32]
50,0.2,0.1,50,16,1086.0,1086.0,[20, 5, 31, 16],[20, 5, 31, 16]
50,0.2,0.5,50,21,803.0,803.0,[39, 27, 21],[39, 27, 21]
50,0.2,0.8,50,2,1496.0,1496.0,[20, 6, 2],[20, 6, 2]
50,0.5,0.0,50,30,491.0,491.0,[47, 40, 30],[47, 40, 30]
50,0.5,0.1,50,14,931.0,931.0,[11, 3, 39, 14],[11, 3, 39, 14]
50,0.5,0.5,50,18,634.0,634.0,[44, 45, 18],[44, 45, 18]
50,0.5,0.8,50,47,1043.0,1043.0,[25, 13, 47],[25, 13, 47]
