start,end,my_path,my_cost,nx_path,nx_cost
89,773,[89, 812, np.int64(773)],650.0,[np.int64(89), 812, np.int64(773)],650.0
654,438,[654, 884, 110, 518, np.int64(438)],714.0,[np.int64(654), 460, 208, np.int64(438)],714.0
433,858,[433, 232, np.int64(858)],563.0,[np.int64(433), 232, np.int64(858)],563.0
85,697,[85, 235, 155, 831, np.int64(697)],657.0,[np.int64(85), 235, 155, 831, np.int64(697)],657.0
201,94,[201, 150, 496, 831, np.int64(94)],177.0,[np.int64(201), 150, 496, 831, np.int64(94)],177.0
