start,end,my_path,my_cost,nx_path,nx_cost
4,38,[4, 14, 18, np.int64(38)],691.0,[np.int64(4), 14, 18, np.int64(38)],691.0
32,21,[32, np.int64(21)],250.0,[np.int64(32), np.int64(21)],250.0
21,42,[21, np.int64(42)],713.0,[np.int64(21), np.int64(42)],713.0
4,34,[4, 13, np.int64(34)],1116.0,[np.int64(4), 13, np.int64(34)],1116.0
10,4,[10, 43, 0, np.int64(4)],815.0,[np.int64(10), 43, 0, np.int64(4)],815.0
