start,end,my_path,my_cost,nx_path,nx_cost
8,77,[8, np.int64(77)],754.0,[np.int64(8), np.int64(77)],754.0
65,43,[65, np.int64(43)],720.0,[np.int64(65), np.int64(43)],720.0
43,85,[43, 70, np.int64(85)],434.0,[np.int64(43), 70, np.int64(85)],434.0
8,69,[8, np.int64(69)],229.0,[np.int64(8), np.int64(69)],229.0
20,9,[20, np.int64(9)],439.0,[np.int64(20), np.int64(9)],439.0
