start,end,my_path,my_cost,nx_path,nx_cost
89,773,[np.int64(89), 768, np.int64(773)],650.0,[np.int64(89), 768, 773],650.0
654,438,[np.int64(654), 208, 616, 110, 518, np.int64(438)],712.0,[np.int64(654), 208, 616, 110, 518, 438],712.0
433,858,[np.int64(433), np.int64(858)],562.0,[np.int64(433), 858],562.0
