start,end,my_path,my_cost,nx_path,nx_cost
4,38,[4, np.int64(38)],269.0,[np.int64(4), np.int64(38)],269.0
32,21,[32, np.int64(21)],250.0,[np.int64(32), np.int64(21)],250.0
21,42,[21, np.int64(42)],713.0,[np.int64(21), np.int64(42)],713.0
4,34,[4, np.int64(34)],98.0,[np.int64(4), np.int64(34)],98.0
10,4,[10, np.int64(4)],637.0,[np.int64(10), np.int64(4)],637.0
