start,end,my_path,my_cost,nx_path,nx_cost
8,77,[8, 17, np.int64(77)],755.0,[np.int64(8), 17, np.int64(77)],755.0
65,43,[65, 30, np.int64(43)],729.0,[np.int64(65), 30, np.int64(43)],729.0
43,85,[43, np.int64(85)],435.0,[np.int64(43), np.int64(85)],435.0
8,69,[8, np.int64(69)],229.0,[np.int64(8), np.int64(69)],229.0
20,9,[20, np.int64(9)],439.0,[np.int64(20), np.int64(9)],439.0
