start,end,my_path,my_cost,nx_path,nx_cost
4,38,[4, 18, 44, np.int64(38)],151.0,[np.int64(4), 18, 44, np.int64(38)],151.0
32,21,[32, np.int64(21)],194.0,[np.int64(32), np.int64(21)],194.0
21,42,[21, 33, np.int64(42)],598.0,[np.int64(21), 33, np.int64(42)],598.0
4,34,[4, 18, 44, np.int64(34)],60.0,[np.int64(4), 18, 44, np.int64(34)],60.0
10,4,[10, 43, 30, 23, np.int64(4)],582.0,[np.int64(10), 43, 30, 23, np.int64(4)],582.0
