start,end,my_path,my_cost,nx_path,nx_cost
1,15,[1, 13, np.int64(15)],1288.0,[np.int64(1), 13, np.int64(15)],1288.0
13,8,[13, 17, 16, np.int64(8)],1104.0,[np.int64(13), 17, 16, np.int64(8)],1104.0
8,17,[8, 7, 14, 2, 4, np.int64(17)],1156.0,[np.int64(8), 7, 14, 2, 4, np.int64(17)],1156.0
1,13,[1, np.int64(13)],496.0,[np.int64(1), np.int64(13)],496.0
4,1,[4, 17, 16, np.int64(1)],1214.0,[np.int64(4), 17, 16, np.int64(1)],1214.0
