start,end,my_path,my_cost,nx_path,nx_cost
44,386,[np.int64(44), 385, 138, 166, np.int64(386)],1012.0,[np.int64(44), 385, 138, 166, 386],1012.0
327,219,[np.int64(327), 188, 68, np.int64(219)],848.0,[np.int64(327), 188, 68, 219],848.0
216,429,[np.int64(216), 38, np.int64(429)],819.0,[np.int64(216), 38, 429],819.0
42,348,[np.int64(42), 454, np.int64(348)],1194.0,[np.int64(42), 454, 348],1194.0
100,47,[np.int64(100), 22, 473, 250, np.int64(47)],1018.0,[np.int64(100), 22, 473, 250, 47],1018.0
