start,end,my_path,my_cost,nx_path,nx_cost
1,15,[1, np.int64(15)],249.0,[np.int64(1), np.int64(15)],249.0
13,8,[13, np.int64(8)],43.0,[np.int64(13), np.int64(8)],43.0
8,17,[8, np.int64(17)],76.0,[np.int64(8), np.int64(17)],76.0
1,13,[1, 10, np.int64(13)],676.0,[np.int64(1), 10, np.int64(13)],676.0
4,1,[4, np.int64(1)],801.0,[np.int64(4), np.int64(1)],801.0
