start,end,my_path,my_cost,nx_path,nx_cost
17,154,[17, 126, 157, 186, np.int64(154)],391.0,[np.int64(17), 126, 157, 186, np.int64(154)],391.0
130,87,[130, 14, 187, np.int64(87)],780.0,[np.int64(130), 14, 187, np.int64(87)],780.0
86,171,[86, np.int64(171)],644.0,[np.int64(86), np.int64(171)],644.0
17,139,[17, 123, 83, np.int64(139)],778.0,[np.int64(17), 123, 83, np.int64(139)],778.0
40,18,[40, 151, 85, np.int64(18)],579.0,[np.int64(40), 151, 85, np.int64(18)],579.0
